Period,Export Services,Service Origin Geography,Service Destination,Flow Directions,Value,Marker
year/2017,administrative-and-support-service-activities,http://statistics.data.gov.uk/id/statistical-geography/W42000004,all,exports,132.0,
year/2017,administrative-and-support-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S11000001,all,exports,196.0,
year/2017,administrative-and-support-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S11000003,all,exports,510.0,
year/2017,administrative-and-support-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S12000049,all,exports,585.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000008,all,exports,374.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000001,all,exports,1203.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000004,all,exports,557.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E13000001,all,exports,5260.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E13000002,all,exports,1200.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000011,all,exports,309.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000002,all,exports,371.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000006,all,exports,101.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000007,all,exports,900.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/E47000009,all,exports,424.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/W42000001,all,exports,420.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/W42000004,all,exports,159.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/S11000001,all,exports,137.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/S11000003,all,exports,735.0,
year/2017,other-services,http://statistics.data.gov.uk/id/statistical-geography/S12000049,all,exports,714.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000008,all,exports,4358.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000001,all,exports,8247.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000004,all,exports,3556.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E13000001,all,exports,97041.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E13000002,all,exports,19539.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000011,all,exports,2243.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000002,all,exports,1827.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000006,all,exports,1344.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000007,all,exports,5882.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/E47000009,all,exports,3599.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/W42000001,all,exports,5573.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/W42000004,all,exports,1266.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/S11000001,all,exports,4670.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/S11000003,all,exports,7030.0,
year/2017,all-industries,http://statistics.data.gov.uk/id/statistical-geography/S12000049,all,exports,5638.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,2.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,1.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,14.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,8.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,8.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,4.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,82.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,146.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,62.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,45.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,3.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,2.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,3.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,4.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,8.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,3.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,8.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,14.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,4.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,2.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,,suppressed
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,,suppressed
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,,suppressed
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,,suppressed
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,79.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,773.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,4.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,8.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,43.0,
year/2017,non-manufacturing-production-services,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,16.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,57.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,90.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,202.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,121.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,124.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,146.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,64.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,49.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,298.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,564.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,55.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,31.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,16.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,26.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,393.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,19.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,83.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,176.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,72.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,56.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,,suppressed
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,,suppressed
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,,suppressed
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,,suppressed
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,26.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,294.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,301.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,61.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,57.0,
year/2017,manufacturing,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,91.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,19.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,3.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,65.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,23.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,10.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,8.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,1296.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,1431.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,633.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,113.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,2.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,1.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,9.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,3.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,19.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,2.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,97.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,32.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,12.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,3.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,7.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,12.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,2.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,1.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,5.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,7.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,51.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,11.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,27.0,
year/2017,wholesale-and-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,5.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,23.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,9.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,73.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,33.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,34.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,17.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,413.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,491.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,126.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,54.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,18.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,8.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,29.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,13.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,15.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,7.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,78.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,27.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,25.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,12.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,31.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,15.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,15.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,6.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,11.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,5.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,34.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,17.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,46.0,
year/2017,retail-excluding-motor-trades,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,21.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,53.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,61.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,499.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,656.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,265.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,458.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,704.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,1326.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,1880.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,2922.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,92.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,138.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,96.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,103.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,35.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,36.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,248.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,296.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,105.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,161.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,71.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,88.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,45.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,69.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,136.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,227.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,128.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,164.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,314.0,
year/2017,transportation-and-storage,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,495.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,61.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,60.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,206.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,214.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,114.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,116.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,848.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,944.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,304.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,331.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,122.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,128.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,81.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,81.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,45.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,46.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,197.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,200.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,92.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,94.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,122.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,126.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,78.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,84.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,75.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,80.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,199.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,219.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,156.0,
year/2017,accommodation-and-food-service-activities,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,164.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,418.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,705.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,202.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,344.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,37.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,213.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E13000001,eu,exports,8387.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E13000001,rest-of-world,exports,13137.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E13000002,eu,exports,2445.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E13000002,rest-of-world,exports,1767.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000011,eu,exports,128.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000011,rest-of-world,exports,217.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000002,eu,exports,38.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000002,rest-of-world,exports,52.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000006,eu,exports,16.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000006,rest-of-world,exports,14.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000007,eu,exports,165.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000007,rest-of-world,exports,208.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000009,eu,exports,176.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/E47000009,rest-of-world,exports,263.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/W42000001,eu,exports,81.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/W42000001,rest-of-world,exports,66.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/W42000004,eu,exports,29.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/W42000004,rest-of-world,exports,25.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/S11000001,eu,exports,16.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/S11000001,rest-of-world,exports,40.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/S11000003,eu,exports,212.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/S11000003,rest-of-world,exports,490.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/S12000049,eu,exports,115.0,
year/2017,information-and-communication,http://statistics.data.gov.uk/id/statistical-geography/S12000049,rest-of-world,exports,135.0,
year/2017,financial-and-insurance-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000008,eu,exports,211.0,
year/2017,financial-and-insurance-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000008,rest-of-world,exports,310.0,
year/2017,financial-and-insurance-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000001,eu,exports,989.0,
year/2017,financial-and-insurance-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000001,rest-of-world,exports,1551.0,
year/2017,financial-and-insurance-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000004,eu,exports,387.0,
year/2017,financial-and-insurance-activities,http://statistics.data.gov.uk/id/statistical-geography/E47000004,rest-of-world,exports,581.0,
